pagenation,region,hpatitisc-incidence,heptitisc-ir,heptitisc-death,heptitisc-dr,heptitisb-incidence,heptitisb-death,heptitisb-ir,heptitisb-dr,hepatitise-incidence,hepatitise-death,hepatitise-ir,hepatitise-dr,hepatitisa-incidence,hepatitisa-death,hepatitisa-ir,hepatitisa-dr,hepatitis-incidence,hepatitis-death,hepatitis-ir,hepatitis-dr,hepatitisun-incidence,hepatitisun-death,hepatitisun-ir,hepatitisun-dr
8-Apr,海南省,44,0.5207,0,0,522,0,6.1775,0,7,0,0.0828,0,27,0,0.3195,0,646,0,7.645,0,46,0,0.5444,0
9-May,安徽省,196,0.3195,0,0,2829,2,4.6113,0.0033,124,0,0.2021,0,102,0,0.1663,0,3476,2,5.6659,0.0033,225,0,0.3667,0
15-Apr,建设兵团,60,2.1955,0,0,188,0,6.8792,0,3,0,0.1098,0,12,0,0.4391,0,267,0,9.77,0,4,0,0.1464,0
9-Aug,云南省,383,0.8431,0,0,1855,2,4.0832,0.0044,58,0,0.1277,0,377,0,0.8298,0,2722,3,5.9916,0.0066,49,1,0.1079,0.0022
4-Nov,云南省,77,0.1768,0,0,1003,3,2.3034,0.0069,15,0,0.0344,0,293,0,0.6729,0,1479,3,3.3966,0.0069,91,0,0.209,0
7-Mar,西??? 藏,0,0,0,0,49,0,1.7438,0,0,0,0,0,26,0,0.9253,0,76,0,2.7047,0,1,0,0.0356,0
6-Apr,浙江省,99,0.2021,0,0,3787,3,7.7317,0.0061,218,0,0.4451,0,152,0,0.3103,0,4771,4,9.7407,0.0082,515,1,1.0515,0.002
4-Aug,甘肃省,263,1.0062,0,0,4533,3,17.3421,0.0115,3,0,0.0115,0,749,0,2.8655,0,5668,3,21.6843,0.0115,120,0,0.4591,0
8-Oct,贵州省,155,0.412,1,0.0027,2597,2,6.9032,0.0053,7,0,0.0186,0,381,0,1.0128,0,3248,3,8.6337,0.008,108,0,0.2871,0
11-Dec,建设兵团,89,3.4588,0,0,235,0,9.1328,0,0,0,0,0,14,0,0.5441,0,348,0,13.5243,0,10,0,0.3886,0
13-Nov,山西省,675,1.8694,0,0,3661,0,10.1389,0,54,0,0.1496,0,71,0,0.1966,0,4529,0,12.5428,0,68,0,0.1883,0
11-Dec,青海省,115,2.0438,0,0,1213,0,21.5579,0,2,0,0.0355,0,76,0,1.3507,0,1433,0,25.4678,0,27,0,0.4799,0
14-Jan,北京市,97,0.4587,3,0.0142,171,5,0.8086,0.0236,37,1,0.175,0.0047,6,0,0.0284,0,317,9,1.499,0.0426,6,0,0.0284,0
7-Oct,贵州省,88,0.2342,0,0,2675,2,7.1197,0.0053,3,0,0.008,0,504,1,1.3414,0.0027,3385,3,9.0094,0.008,115,0,0.3061,0
6-Dec,福建省,46,0.1301,0,0,2205,1,6.2376,0.0028,31,0,0.0877,0,51,0,0.1443,0,2665,2,7.5389,0.0057,332,1,0.9392,0.0028
15-May,西??? 藏,2,0.063,0,0,161,0,5.0701,0,0,0,0,0,55,0,1.732,0,226,0,7.117,0,8,0,0.2519,0
11-Jan,黑龙江省,399,1.0414,0,0,1425,0,3.7194,0,49,0,0.1279,0,24,0,0.0626,0,1986,0,5.1837,0,89,0,0.2323,0
7-Feb,江苏省,104,0.1377,0,0,1150,0,1.5232,0,317,0,0.4199,0,206,0,0.2728,0,2230,0,2.9536,0,453,0,0.6,0
12-Jun,甘肃省,763,2.9756,0,0,2788,0,10.8728,0,11,0,0.0429,0,142,0,0.5538,0,3800,0,14.8195,0,96,0,0.3744,0
14-May,广东省,1818,1.708,1,0.0009,12376,0,11.6272,0,238,0,0.2236,0,142,0,0.1334,0,14812,1,13.9158,0.0009,238,0,0.2236,0
4-Oct,广西,188,0.3872,2,0.0041,2730,2,5.6221,0.0041,6,1,0.0124,0.0021,305,0,0.6281,0,3442,5,7.0884,0.0103,213,0,0.4386,0
6-Jun,青海省,54,0.9945,1,0.0184,993,1,18.2873,0.0184,0,0,0,0,44,0,0.8103,0,1100,2,20.2578,0.0368,9,0,0.1657,0
9-Oct,山东省,115,0.1221,0,0,2265,2,2.4052,0.0021,77,0,0.0818,0,28,0,0.0297,0,2659,2,2.8235,0.0021,174,0,0.1848,0
12-Nov,安徽省,359,0.6015,0,0,2653,1,4.4454,0.0017,112,0,0.1877,0,81,0,0.1357,0,3397,1,5.692,0.0017,192,0,0.3217,0
8-Sep,湖南省,258,0.406,0,0,3146,1,4.9504,0.0016,17,0,0.0268,0,111,0,0.1747,0,3693,1,5.8112,0.0016,161,0,0.2533,0
13-Oct,河南省,2451,2.6058,2,0.0021,5735,1,6.0972,0.0011,39,0,0.0415,0,52,0,0.0553,0,8324,3,8.8497,0.0032,47,0,0.05,0
14-Jul,北京市,71,0.3357,2,0.0095,120,2,0.5674,0.0095,20,0,0.0946,0,17,0,0.0804,0,231,4,1.0923,0.0189,3,0,0.0142,0
9-Jan,北京市,95,0.5605,1,0.0059,316,9,1.8643,0.0531,46,0,0.2714,0,8,0,0.0472,0,485,10,2.8614,0.059,20,0,0.118,0
9-Dec,辽宁省,380,0.8807,0,0,2027,0,4.6979,0,86,0,0.1993,0,57,0,0.1321,0,2704,0,6.2669,0,154,0,0.3569,0
12-Sep,全??? 国,14690,1.0903,10,0.0007,77957,58,5.786,0.0043,1737,2,0.1289,0.0001,2018,1,0.1498,0.0001,99499,71,7.3848,0.0053,3097,0,0.2299,0
15-May,四川省,822,1.0098,1,0.0012,3151,1,3.8709,0.0012,87,0,0.1069,0,216,0,0.2653,0,4375,2,5.3746,0.0025,99,0,0.1216,0
14-Nov,广东省,1667,1.5661,0,0,11264,4,10.5825,0.0038,167,0,0.1569,0,148,0,0.139,0,13456,4,12.6419,0.0038,210,0,0.1973,0
8-Aug,天津市,40,0.3587,0,0,237,0,2.1256,0,10,0,0.0897,0,5,0,0.0448,0,317,0,2.843,0,25,0,0.2242,0
7-Apr,北京市,173,1.0942,0,0,722,8,4.5667,0.0506,57,0,0.3605,0,25,0,0.1581,0,1034,8,6.5401,0.0506,57,0,0.3605,0
4-Dec,建设兵团,0,0,0,0,17,0,0.6687,0,0,0,0,0,22,0,0.8654,0,39,0,1.5341,0,0,0,0,0
10-Jan,新疆,815,3.7755,0,0,3653,1,16.9227,0.0046,19,0,0.088,0,184,0,0.8524,0,4735,1,21.9352,0.0046,64,0,0.2965,0
6-Jun,甘肃省,312,1.2028,1,0.0039,5251,1,20.2428,0.0039,3,0,0.0116,0,275,0,1.0601,0,5916,2,22.8064,0.0077,75,0,0.2891,0
5-Sep,山西省,173,0.5188,0,0,2948,0,8.8398,0,10,0,0.03,0,101,0,0.3029,0,3368,0,10.0992,0,136,0,0.4078,0
14-Feb,浙江省,161,0.2928,0,0,1070,0,1.9462,0,225,1,0.4092,0.0018,33,0,0.06,0,1599,1,2.9083,0.0018,110,0,0.2001,0
5-Sep,广??? 西,231,0.4998,0,0,2438,2,5.2745,0.0043,9,0,0.0195,0,136,0,0.2942,0,3033,3,6.5617,0.0065,219,1,0.4738,0.0022
9-Jun,贵州省,199,0.5252,0,0,3147,0,8.3062,0,13,0,0.0343,0,390,0,1.0294,0,3840,0,10.1353,0,91,0,0.2402,0
8-Apr,湖北省,370,0.6492,2,0.0035,6797,3,11.9267,0.0053,126,0,0.2211,0,189,0,0.3316,0,7848,7,13.7708,0.0123,366,2,0.6422,0.0035
7-Aug,西??? 藏,0,0,0,0,41,0,1.4591,0,0,0,0,0,31,0,1.1033,0,75,0,2.6692,0,3,0,0.1068,0
6-Sep,天津市,54,0.5177,0,0,418,0,4.0077,0,35,0,0.3356,0,7,0,0.0671,0,568,0,5.4458,0,54,0,0.5177,0
12-Apr,河南省,3766,4.0115,0,0,14184,0,15.1086,0,66,0,0.0703,0,128,0,0.1363,0,18221,0,19.4088,0,77,0,0.082,0
13-Jun,辽宁省,526,1.1985,0,0,1615,1,3.6797,0.0023,76,0,0.1732,0,67,0,0.1527,0,2424,1,5.5229,0.0023,140,0,0.319,0
4-Jun,山东省,58,0.0633,0,0,3281,4,3.5785,0.0044,88,0,0.096,0,154,0,0.168,0,3894,6,4.2471,0.0065,313,2,0.3414,0.0022
4-Sep,四川省,125,0.1434,0,0,6779,8,7.7795,0.0092,14,0,0.0161,0,747,1,0.8573,0.0011,7996,10,9.1762,0.0115,331,1,0.3799,0.0011
4-Dec,河北省,90,0.1324,1,0.0015,2801,1,4.1197,0.0015,56,1,0.0824,0.0015,126,0,0.1853,0,3237,3,4.761,0.0044,164,0,0.2412,0
12-Feb,河南省,3871,4.1233,1,0.0011,16523,2,17.6001,0.0021,75,1,0.0799,0.0011,143,0,0.1523,0,20696,4,22.0452,0.0043,84,0,0.0895,0
11-Feb,青海省,109,1.9372,0,0,926,0,16.4572,0,4,0,0.0711,0,31,0,0.5509,0,1078,0,19.1586,0,8,0,0.1422,0
15-Nov,黑龙江省,423,1.1036,1,0.0026,853,0,2.2254,0,35,0,0.0913,0,19,0,0.0496,0,1380,1,3.6003,0.0026,50,0,0.1304,0
8-Aug,河南省,1491,1.5929,2,0.0021,14179,1,15.1485,0.0011,59,0,0.063,0,567,0,0.6058,0,16474,3,17.6004,0.0032,178,0,0.1902,0
7-Jul,黑龙江省,358,0.9364,2,0.0052,2058,2,5.3832,0.0052,41,0,0.1072,0,66,0,0.1726,0,2671,4,6.9867,0.0105,148,0,0.3871,0
12-Jan,河北省,928,1.2817,0,0,7914,2,10.9302,0.0028,168,0,0.232,0,52,0,0.0718,0,9162,2,12.6538,0.0028,100,0,0.1381,0
7-Mar,上海市,29,0.1598,0,0,567,2,3.124,0.011,61,0,0.3361,0,65,1,0.3581,0.0055,874,3,4.8154,0.0165,152,0,0.8375,0
11-May,福建省,221,0.599,0,0,4108,2,11.1345,0.0054,98,1,0.2656,0.0027,89,0,0.2412,0,4933,3,13.3706,0.0081,417,0,1.1303,0
11-Oct,陕西省,419,1.1225,0,0,2045,0,5.4786,0,28,0,0.075,0,54,0,0.1447,0,2615,0,7.0056,0,69,0,0.1849,0
12-Aug,北京市,81,0.4013,0,0,190,2,0.9412,0.0099,19,0,0.0941,0,11,0,0.0545,0,304,2,1.506,0.0099,3,0,0.0149,0
15-Jul,黑龙江省,358,0.934,0,0,791,0,2.0637,0,17,0,0.0444,0,24,0,0.0626,0,1260,0,3.2872,0,70,0,0.1826,0
7-May,安徽省,94,0.1538,0,0,3205,3,5.2455,0.0049,99,0,0.162,0,214,0,0.3502,0,3899,3,6.3813,0.0049,287,0,0.4697,0
14-Aug,甘肃省,563,2.1803,1,0.0039,913,0,3.5358,0,13,0,0.0503,0,72,0,0.2788,0,1598,1,6.1886,0.0039,37,0,0.1433,0
7-Aug,吉林省,379,1.3918,0,0,1300,0,4.7741,0,33,0,0.1212,0,44,0,0.1616,0,1862,0,6.838,0,106,0,0.3893,0
14-Apr,新疆,1065,4.7034,2,0.0088,3290,0,14.5299,0,26,0,0.1148,0,206,0,0.9098,0,4610,2,20.3595,0.0088,23,0,0.1016,0
13-Sep,浙江省,151,0.2757,0,0,1206,0,2.2019,0,112,0,0.2045,0,34,0,0.0621,0,1617,0,2.9523,0,114,0,0.2081,0
12-Jun,吉林省,685,2.4914,0,0,1381,0,5.0229,0,15,0,0.0546,0,13,0,0.0473,0,2124,0,7.7253,0,30,0,0.1091,0
14-Sep,福建省,201,0.5326,0,0,3183,1,8.434,0.0026,45,0,0.1192,0,46,0,0.1219,0,3759,1,9.9603,0.0026,284,0,0.7525,0
8-Nov,甘肃省,468,1.7883,0,0,4799,2,18.3377,0.0076,12,0,0.0459,0,396,0,1.5132,0,5730,2,21.8952,0.0076,55,0,0.2102,0
12-Jul,广??? 西,828,1.7826,2,0.0043,3733,1,8.0366,0.0022,74,0,0.1593,0,49,0,0.1055,0,4858,3,10.4586,0.0065,174,0,0.3746,0
12-Sep,贵州省,237,0.6832,1,0.0029,1504,0,4.3355,0,27,0,0.0778,0,41,0,0.1182,0,1878,1,5.4137,0.0029,69,0,0.1989,0
4-Jul,内蒙古,126,0.5284,0,0,1836,0,7.7002,0,4,0,0.0168,0,121,0,0.5075,0,2171,0,9.1052,0,84,0,0.3523,0
14-May,山东省,361,0.3709,0,0,4098,1,4.2102,0.001,106,0,0.1089,0,74,0,0.076,0,4768,1,4.8986,0.001,129,0,0.1325,0
12-Apr,陕西省,500,1.336,0,0,2275,0,6.0787,0,34,0,0.0908,0,44,0,0.1176,0,2926,0,7.8181,0,73,0,0.1951,0
8-Jan,江苏省,160,0.2098,0,0,1396,2,1.8308,0.0026,284,0,0.3725,0,137,0,0.1797,0,2291,3,3.0046,0.0039,314,1,0.4118,0.0013
16-May,河北省,757,1.0252,0,0,5227,2,7.0791,0.0027,54,0,0.0731,0,38,1,0.0515,0.0014,6129,3,8.3007,0.0041,50,0,0.0677,0
9-Dec,陕西省,301,0.8001,0,0,2221,1,5.9038,0.0027,15,0,0.0399,0,39,0,0.1037,0,2621,1,6.967,0.0027,45,0,0.1196,0
10-Oct,江西省,118,0.2662,0,0,2366,4,5.3383,0.009,22,0,0.0496,0,76,0,0.1715,0,2725,4,6.1482,0.009,143,0,0.3226,0
4-Aug,广西,174,0.3583,0,0,2877,2,5.9248,0.0041,12,0,0.0247,0,185,0,0.381,0,3487,2,7.181,0.0041,239,0,0.4922,0
8-Nov,陕西省,249,0.6644,1,0.0027,2402,3,6.4087,0.008,3,0,0.008,0,93,0,0.2481,0,2823,4,7.532,0.0107,76,0,0.2028,0
7-Jun,广东省,661,0.7104,0,0,9647,11,10.3686,0.0118,126,1,0.1354,0.0011,122,0,0.1311,0,10863,14,11.6756,0.015,307,2,0.33,0.0021
12-Jan,广东省,2556,2.4331,6,0.0057,21710,10,20.6664,0.0095,504,0,0.4798,0,192,0,0.1828,0,25482,18,24.257,0.0171,520,2,0.495,0.0019
11-Jul,重庆市,210,0.728,0,0,1568,0,5.4357,0,35,0,0.1213,0,131,0,0.4541,0,2018,0,6.9957,0,74,0,0.2565,0
9-Jan,山西省,298,0.8737,0,0,2873,1,8.4237,0.0029,11,0,0.0323,0,39,0,0.1143,0,3313,1,9.7138,0.0029,92,0,0.2697,0
12-May,福建省,261,0.7016,0,0,4101,1,11.0242,0.0027,90,0,0.2419,0,63,0,0.1694,0,5014,1,13.4785,0.0027,499,0,1.3414,0
16-Sep,河北省,622,0.8424,0,0,4239,1,5.741,0.0014,60,0,0.0813,0,41,0,0.0555,0,5015,1,6.7919,0.0014,52,0,0.0704,0
10-Aug,新疆,715,3.3123,0,0,3572,0,16.5475,0,25,0,0.1158,0,532,0,2.4645,0,4937,0,22.8709,0,93,0,0.4308,0
8-Sep,青海省,99,1.7935,0,0,1404,2,25.4349,0.0362,2,0,0.0362,0,73,0,1.3225,0,1586,2,28.732,0.0362,8,0,0.1449,0
5-Feb,天津市,16,0.1536,0,0,246,0,2.3619,0,58,0,0.5569,0,5,0,0.048,0,376,0,3.6101,0,51,0,0.4897,0
15-Sep,河北省,719,0.9738,1,0.0014,4384,2,5.9374,0.0027,60,0,0.0813,0,51,0,0.0691,0,5263,3,7.1278,0.0041,49,0,0.0664,0
15-Apr,贵州省,414,1.1801,0,0,1716,0,4.8916,0,76,0,0.2166,0,38,0,0.1083,0,2269,0,6.468,0,25,0,0.0713,0
13-Aug,上海市,116,0.4873,0,0,670,2,2.8146,0.0084,16,0,0.0672,0,7,0,0.0294,0,831,2,3.491,0.0084,22,0,0.0924,0
11-Oct,辽宁省,530,1.2115,1,0.0023,2071,0,4.7341,0,120,0,0.2743,0,45,0,0.1029,0,2918,1,6.6703,0.0023,152,0,0.3475,0
15-May,贵州省,398,1.1345,0,0,1723,1,4.9116,0.0029,49,0,0.1397,0,37,1,0.1055,0.0029,2243,2,6.3939,0.0057,36,0,0.1026,0
14-Jun,黑龙江省,387,1.0091,0,0,921,0,2.4016,0,22,0,0.0574,0,24,0,0.0626,0,1427,1,3.721,0.0026,73,1,0.1904,0.0026
10-Jan,黑龙江省,468,1.2232,2,0.0052,1556,1,4.0669,0.0026,62,0,0.1621,0,39,0,0.1019,0,2244,4,5.8652,0.0105,119,1,0.311,0.0026
9-Apr,全??? 国,11906,0.8965,8,0.0006,106486,74,8.0184,0.0056,2048,8,0.1542,0.0006,4173,2,0.3142,0.0002,129110,95,9.722,0.0072,4497,3,0.3386,0.0002
16-Dec,陕西省,534,1.4145,1,0.0026,1583,1,4.1932,0.0026,20,0,0.053,0,22,0,0.0583,0,2170,2,5.7482,0.0053,11,0,0.0291,0
13-Sep,福建省,165,0.4402,0,0,3331,1,8.8874,0.0027,76,0,0.2028,0,31,0,0.0827,0,4046,1,10.7951,0.0027,443,0,1.182,0
10-Aug,建设兵团,89,3.4588,0,0,260,0,10.1044,0,1,0,0.0389,0,15,0,0.5829,0,370,0,14.3793,0,5,0,0.1943,0
9-Jun,广东省,1030,1.0792,1,0.001,10944,12,11.4669,0.0126,188,0,0.197,0,139,0,0.1456,0,12547,13,13.1465,0.0136,246,0,0.2578,0
12-Oct,北京市,85,0.4211,0,0,202,9,1.0007,0.0446,21,0,0.104,0,7,0,0.0347,0,317,9,1.5704,0.0446,2,0,0.0099,0
5-Jan,山东省,86,0.0935,0,0,3462,3,3.7653,0.0033,85,0,0.0924,0,125,0,0.136,0,4072,3,4.4288,0.0033,314,0,0.3415,0
5-May,重庆市,48,0.1721,0,0,3114,0,11.1627,0,7,0,0.0251,0,297,0,1.0647,0,3628,0,13.0053,0,162,0,0.5807,0
7-May,西??? 藏,0,0,0,0,35,0,1.2456,0,0,0,0,0,19,0,0.6762,0,58,0,2.0641,0,4,0,0.1424,0
16-Jun,河南省,1889,2.0019,1,0.0011,4742,3,5.0254,0.0032,47,0,0.0498,0,18,0,0.0191,0,6719,4,7.1206,0.0042,20,0,0.0212,0
6-Nov,河北省,181,0.2642,1,0.0015,5105,0,7.4515,0,69,0,0.1007,0,105,0,0.1533,0,5593,1,8.1638,0.0015,133,0,0.1941,0
6-Oct,江苏省,136,0.1819,0,0,1639,1,2.1926,0.0013,181,0,0.2421,0,143,0,0.1913,0,2581,1,3.4528,0.0013,482,0,0.6448,0
7-Aug,广东省,797,0.8566,0,0,9853,13,10.5901,0.014,137,1,0.1472,0.0011,142,1,0.1526,0.0011,11246,15,12.0873,0.0161,317,0,0.3407,0
16-Oct,广东省,1906,1.7773,2,0.0019,12648,1,11.7941,0.0009,196,0,0.1828,0,107,0,0.0998,0,15001,3,13.9882,0.0028,138,0,0.1287,0
11-Sep,天津市,31,0.2396,0,0,148,0,1.1439,0,11,0,0.085,0,2,0,0.0155,0,213,0,1.6463,0,21,0,0.1623,0
12-Dec,西??? 藏,1,0.033,0,0,85,0,2.8024,0,1,0,0.033,0,20,0,0.6594,0,107,0,3.5277,0,0,0,0,0
7-May,贵州省,114,0.3034,0,0,2722,2,7.2448,0.0053,7,0,0.0186,0,700,0,1.8631,0,3701,3,9.8505,0.008,158,1,0.4205,0.0027
10-Dec,广??? 西,797,1.6413,0,0,3068,0,6.318,0,60,0,0.1236,0,56,0,0.1153,0,4174,0,8.5955,0,193,0,0.3974,0
14-Jul,河南省,2414,2.5644,5,0.0053,5509,3,5.8523,0.0032,51,0,0.0542,0,91,0,0.0967,0,8131,8,8.6377,0.0085,66,0,0.0701,0
14-Oct,海南省,228,2.5467,0,0,1049,0,11.717,0,18,0,0.2011,0,7,0,0.0782,0,1330,0,14.8557,0,28,0,0.3128,0
4-Nov,内蒙古,138,0.5788,0,0,2272,2,9.5288,0.0084,4,0,0.0168,0,94,0,0.3942,0,2563,2,10.7493,0.0084,55,0,0.2307,0
5-Dec,上海市,7,0.0394,0,0,287,2,1.6157,0.0113,22,1,0.1239,0.0056,21,0,0.1182,0,710,5,3.9971,0.0281,373,2,2.0999,0.0113
12-Aug,全??? 国,16372,1.2151,11,0.0008,88292,39,6.553,0.0029,1906,1,0.1415,0.0001,2333,1,0.1732,0.0001,112438,52,8.3451,0.0039,3535,0,0.2624,0
12-Feb,山东省,219,0.2272,0,0,3419,2,3.5477,0.0021,157,0,0.1629,0,36,0,0.0374,0,4004,3,4.1547,0.0031,173,1,0.1795,0.001
12-Oct,安徽省,372,0.6233,0,0,2942,0,4.9296,0,92,0,0.1542,0,80,0,0.134,0,3711,0,6.2182,0,225,0,0.377,0
16-Mar,山西省,909,2.4918,1,0.0027,4465,1,12.2397,0.0027,56,0,0.1535,0,94,0,0.2577,0,5596,2,15.3401,0.0055,70,0,0.1919,0
14-Jun,吉林省,494,1.7955,0,0,992,0,3.6056,0,17,0,0.0618,0,17,0,0.0618,0,1551,0,5.6374,0,31,0,0.1127,0
10-Jul,河北省,364,0.5175,0,0,4337,0,6.1654,0,50,0,0.0711,0,79,0,0.1123,0,4909,0,6.9786,0,79,0,0.1123,0
16-Dec,湖北省,742,1.2758,0,0,5024,2,8.6382,0.0034,217,0,0.3731,0,58,0,0.0997,0,6162,2,10.5949,0.0034,117,0,0.2012,0
16-Jan,江西省,626,1.3782,0,0,3873,1,8.5268,0.0022,69,0,0.1519,0,27,0,0.0594,0,4656,1,10.2506,0.0022,55,0,0.1211,0
13-Jul,海南省,209,2.3575,0,0,1025,0,11.5617,0,5,0,0.0564,0,11,0,0.1241,0,1295,0,14.6072,0,45,0,0.5076,0
12-Feb,陕西省,512,1.368,0,0,2617,1,6.9925,0.0027,20,0,0.0534,0,35,0,0.0935,0,3241,1,8.6598,0.0027,57,0,0.1523,0
6-Dec,天津市,60,0.5753,0,0,406,0,3.8926,0,11,0,0.1055,0,2,0,0.0192,0,528,0,5.0623,0,49,0,0.4698,0
12-Apr,湖北省,552,0.9587,0,0,5421,4,9.4147,0.0069,207,0,0.3595,0,78,0,0.1355,0,6506,4,11.2991,0.0069,248,0,0.4307,0
7-Oct,北京市,117,0.74,0,0,442,8,2.7957,0.0506,26,0,0.1645,0,23,0,0.1455,0,643,8,4.067,0.0506,35,0,0.2214,0
10-Jul,海南省,52,0.6018,0,0,560,0,6.4809,0,3,0,0.0347,0,19,0,0.2199,0,679,0,7.8581,0,45,0,0.5208,0
6-May,四川省,153,0.1863,1,0.0012,7931,8,9.6578,0.0097,43,0,0.0524,0,833,0,1.0144,0,9296,9,11.32,0.011,336,0,0.4092,0
12-Aug,内蒙古,624,2.5144,0,0,2604,0,10.4928,0,11,0,0.0443,0,23,0,0.0927,0,3277,0,13.2046,0,15,0,0.0604,0
6-Aug,四川省,158,0.1924,0,0,7755,7,9.4435,0.0085,29,0,0.0353,0,756,0,0.9206,0,9011,7,10.973,0.0085,313,0,0.3811,0
7-Nov,上海市,16,0.0882,0,0,432,1,2.3802,0.0055,32,0,0.1763,0,16,1,0.0882,0.0055,581,3,3.2011,0.0165,85,1,0.4683,0.0055
12-Nov,云南省,579,1.2503,0,0,2118,1,4.5735,0.0022,40,0,0.0864,0,69,0,0.149,0,2822,1,6.0937,0.0022,16,0,0.0345,0
7-Mar,海南省,51,0.61,0,0,537,0,6.4235,0,0,0,0,0,60,0,0.7177,0,702,0,8.3971,0,54,0,0.6459,0
12-Apr,宁??? 夏,46,0.7194,0,0,541,0,8.4604,0,2,0,0.0313,0,17,0,0.2659,0,614,0,9.602,0,8,0,0.1251,0
13-Apr,四川省,764,0.946,1,0.0012,3587,1,4.4414,0.0012,111,0,0.1374,0,260,0,0.3219,0,4883,2,6.0462,0.0025,161,0,0.1994,0
5-Dec,江苏省,83,0.1113,0,0,983,3,1.318,0.004,102,0,0.1368,0,127,0,0.1703,0,1691,4,2.2672,0.0054,396,1,0.5309,0.0013
15-Jan,福建省,373,0.98,0,0,6867,1,18.0426,0.0026,117,0,0.3074,0,63,0,0.1655,0,7651,1,20.1025,0.0026,231,0,0.6069,0
6-May,江苏省,130,0.1739,0,0,1640,5,2.194,0.0067,293,0,0.392,0,208,1,0.2783,0.0013,2843,8,3.8033,0.0107,572,2,0.7652,0.0027
5-Oct,西??? 藏,1,0.0365,0,0,37,0,1.3498,0,0,0,0,0,31,0,1.1309,0,72,0,2.6267,0,3,0,0.1094,0
7-Apr,安徽省,124,0.2029,0,0,3102,3,5.0769,0.0049,194,1,0.3175,0.0016,239,0,0.3912,0,4021,4,6.581,0.0065,362,0,0.5925,0
16-Nov,福建省,197,0.5176,0,0,2885,0,7.5801,0,45,0,0.1182,0,36,0,0.0946,0,3297,0,8.6626,0,134,0,0.3521,0
5-Sep,云南省,121,0.2741,0,0,1614,0,3.6559,0,23,0,0.0521,0,757,0,1.7147,0,2640,0,5.98,0,125,0,0.2831,0
11-Apr,新疆,921,4.2217,0,0,3671,1,16.8272,0.0046,13,0,0.0596,0,172,0,0.7884,0,4848,1,22.2224,0.0046,71,0,0.3255,0
13-Mar,青海省,209,3.6464,0,0,1478,0,25.7864,0,9,0,0.157,0,67,0,1.1689,0,1772,0,30.9158,0,9,0,0.157,0
12-Dec,黑龙江省,540,1.4085,1,0.0026,1178,0,3.0725,0,42,0,0.1095,0,14,0,0.0365,0,1846,1,4.8148,0.0026,72,0,0.1878,0
6-Apr,甘肃省,309,1.1912,0,0,4927,1,18.9938,0.0039,7,0,0.027,0,293,0,1.1295,0,5587,1,21.5381,0.0039,51,0,0.1966,0
11-Dec,四川省,670,0.8331,1,0.0012,3792,9,4.7154,0.0112,66,0,0.0821,0,224,0,0.2785,0,4923,10,6.1217,0.0124,171,0,0.2126,0
6-Apr,海南省,23,0.2778,0,0,604,0,7.2947,0,1,0,0.0121,0,53,0,0.6401,0,715,0,8.6353,0,34,0,0.4106,0
4-Mar,广西,158,0.3254,4,0.0082,2681,1,5.5212,0.0021,21,0,0.0432,0,179,0,0.3686,0,3270,5,6.7342,0.0103,231,0,0.4757,0
8-Mar,湖南省,320,0.5035,1,0.0016,3508,3,5.5201,0.0047,56,0,0.0881,0,172,0,0.2707,0,4257,4,6.6987,0.0063,201,0,0.3163,0
6-Sep,重庆市,57,0.2037,0,0,2401,0,8.5811,0,4,0,0.0143,0,206,0,0.7362,0,2776,1,9.9214,0.0036,108,1,0.386,0.0036
14-Jun,甘肃省,554,2.1455,0,0,866,0,3.3538,0,15,0,0.0581,0,59,0,0.2285,0,1509,0,5.8439,0,15,0,0.0581,0
13-Jun,河北省,518,0.7108,0,0,4612,1,6.3286,0.0014,55,0,0.0755,0,52,0,0.0714,0,5289,1,7.2576,0.0014,52,0,0.0714,0
7-Jul,陕西省,355,0.9505,0,0,2923,1,7.826,0.0027,16,0,0.0428,0,169,0,0.4525,0,3634,2,9.7296,0.0054,171,1,0.4578,0.0027
14-Dec,福建省,180,0.4769,0,0,3316,1,8.7864,0.0026,79,0,0.2093,0,64,0,0.1696,0,3877,1,10.2729,0.0026,238,0,0.6306,0
9-Jan,湖北省,312,0.5463,2,0.0035,6093,0,10.6689,0,189,0,0.3309,0,133,0,0.2329,0,7024,2,12.2991,0.0035,297,0,0.52,0
9-Jan,上海市,37,0.1959,0,0,556,0,2.9442,0,88,0,0.466,0,30,0,0.1589,0,743,0,3.9344,0,32,0,0.1695,0
5-Mar,吉林省,348,1.2846,0,0,1488,2,5.4927,0.0074,28,2,0.1034,0.0074,129,0,0.4762,0,2143,4,7.9106,0.0148,150,0,0.5537,0
12-Dec,湖南省,825,1.2508,0,0,3646,0,5.5279,0,72,0,0.1092,0,44,0,0.0667,0,4700,0,7.126,0,113,0,0.1713,0
14-Jan,贵州省,312,0.8909,0,0,1719,1,4.9083,0.0029,32,0,0.0914,0,24,0,0.0685,0,2119,1,6.0504,0.0029,32,0,0.0914,0
13-Jun,内蒙古,569,2.2853,0,0,1964,1,7.888,0.004,17,0,0.0683,0,23,0,0.0924,0,2583,1,10.3741,0.004,10,0,0.0402,0
7-Jun,湖北省,312,0.548,0,0,5958,10,10.4655,0.0176,114,0,0.2002,0,249,0,0.4374,0,6990,10,12.2782,0.0176,357,0,0.6271,0
