pagenation,region,hpatitisc-incidence,heptitisc-ir,heptitisc-death,heptitisc-dr,heptitisb-incidence,heptitisb-death,heptitisb-ir,heptitisb-dr,hepatitise-incidence,hepatitise-death,hepatitise-ir,hepatitise-dr,hepatitisa-incidence,hepatitisa-death,hepatitisa-ir,hepatitisa-dr,hepatitis-incidence,hepatitis-death,hepatitis-ir,hepatitis-dr,hepatitisun-incidence,hepatitisun-death,hepatitisun-ir,hepatitisun-dr
9-Feb,陕西省,319,0.848,0,0,2974,1,7.9054,0.0027,6,0,0.0159,0,87,0,0.2313,0,3462,2,9.2026,0.0053,76,1,0.202,0.0027
9-Oct,黑龙江省,380,0.9935,0,0,1402,3,3.6654,0.0078,46,0,0.1203,0,34,0,0.0889,0,1968,3,5.1451,0.0078,106,0,0.2771,0
5-Mar,湖南省,83,0.1319,0,0,1515,3,2.4072,0.0048,30,0,0.0477,0,196,0,0.3114,0,2018,4,3.2064,0.0064,194,1,0.3083,0.0016
8-Aug,四川省,224,0.2756,1,0.0012,5390,7,6.6322,0.0086,28,0,0.0345,0,479,0,0.5894,0,6400,9,7.875,0.0111,279,1,0.3433,0.0012
7-Jun,新疆,549,2.6781,0,0,3748,1,18.2829,0.0049,8,0,0.039,0,297,1,1.4488,0.0049,4720,2,23.0244,0.0098,118,0,0.5756,0
6-Jun,四川省,191,0.2326,1,0.0012,8385,10,10.2107,0.0122,33,0,0.0402,0,801,0,0.9754,0,9759,12,11.8838,0.0146,349,1,0.425,0.0012
10-Dec,湖北省,412,0.7203,0,0,5016,4,8.7692,0.007,173,0,0.3024,0,89,0,0.1556,0,5912,4,10.3357,0.007,222,0,0.3881,0
12-Nov,山西省,674,1.8757,0,0,4216,0,11.733,0,42,0,0.1169,0,55,0,0.1531,0,5080,0,14.1375,0,93,0,0.2588,0
5-Apr,山东省,103,0.112,0,0,3654,3,3.9742,0.0033,163,1,0.1773,0.0011,175,0,0.1903,0,4478,4,4.8704,0.0044,383,0,0.4166,0
15-Jul,陕西省,640,1.6953,0,0,1863,0,4.9349,0,22,0,0.0583,0,41,0,0.1086,0,2593,0,6.8687,0,27,0,0.0715,0
16-Jul,安徽省,513,0.8433,0,0,3301,0,5.4267,0,85,0,0.1397,0,43,0,0.0707,0,4138,0,6.8027,0,194,0,0.3189,0
10-May,海南省,83,0.9606,0,0,571,2,6.6082,0.0231,7,0,0.081,0,24,0,0.2778,0,742,2,8.5872,0.0231,57,0,0.6597,0
5-Aug,青海省,55,1.0225,0,0,1052,4,19.5577,0.0744,1,0,0.0186,0,44,0,0.818,0,1178,4,21.9002,0.0744,26,0,0.4834,0
4-Nov,广东省,197,0.2477,0,0,4212,11,5.2953,0.0138,47,1,0.0591,0.0013,143,0,0.1798,0,4907,12,6.1691,0.0151,308,0,0.3872,0
8-Jan,内蒙古,319,1.3264,1,0.0042,2875,0,11.9543,0,9,0,0.0374,0,54,0,0.2245,0,3311,1,13.7671,0.0042,54,0,0.2245,0
5-Jan,辽宁省,236,0.5597,0,0,1901,4,4.508,0.0095,201,0,0.4767,0,234,0,0.5549,0,2832,5,6.7158,0.0119,260,1,0.6166,0.0024
13-Jan,河南省,3537,3.7604,0,0,8176,2,8.6923,0.0021,66,0,0.0702,0,120,0,0.1276,0,11956,2,12.711,0.0021,57,0,0.0606,0
4-Dec,吉林省,191,0.7166,0,0,753,0,2.8252,0,24,0,0.09,0,91,0,0.3414,0,1143,0,4.2885,0,84,0,0.3152,0
8-May,建设兵团,103,3.9849,2,0.0774,322,0,12.4578,0,3,0,0.1161,0,17,0,0.6577,0,450,2,17.4099,0.0774,5,0,0.1934,0
14-Sep,全??? 国,15261,1.1261,8,0.0006,71158,19,5.2509,0.0014,1908,0,0.1408,0,2461,1,0.1816,0.0001,93261,29,6.8819,0.0021,2473,1,0.1825,0.0001
6-Dec,建设兵团,31,1.2063,0,0,242,0,9.4172,0,1,0,0.0389,0,38,0,1.4787,0,324,0,12.6082,0,12,0,0.467,0
14-Oct,甘肃省,509,1.9712,0,0,815,0,3.1562,0,3,0,0.0116,0,48,0,0.1859,0,1403,0,5.4334,0,28,0,0.1084,0
7-Apr,新疆,542,2.6439,1,0.0049,4175,0,20.3659,0,9,0,0.0439,0,300,0,1.4634,0,5150,1,25.122,0.0049,124,0,0.6049,0
10-Apr,山西省,477,1.3917,0,0,3651,0,10.6525,0,25,0,0.0729,0,53,0,0.1546,0,4291,0,12.5199,0,85,0,0.248,0
13-Jan,海南省,168,1.895,0,0,1008,0,11.3699,0,8,0,0.0902,0,7,0,0.079,0,1232,0,13.8966,0,41,0,0.4625,0
16-Aug,山西省,618,1.6941,0,0,3618,2,9.9179,0.0055,68,0,0.1864,0,89,0,0.244,0,4455,2,12.2123,0.0055,61,0,0.1672,0
12-Mar,福建省,252,0.6774,0,0,4381,3,11.7769,0.0081,157,0,0.422,0,57,0,0.1532,0,5356,3,14.3979,0.0081,509,0,1.3683,0
16-Sep,云南省,772,1.6377,0,0,1033,4,2.1914,0.0085,118,0,0.2503,0,62,0,0.1315,0,1991,4,4.2237,0.0085,5,0,0.0106,0
5-Nov,辽宁省,239,0.5668,0,0,2107,4,4.9966,0.0095,188,0,0.4458,0,130,0,0.3083,0,2900,4,6.8771,0.0095,236,0,0.5597,0
8-Nov,重庆市,138,0.4901,2,0.0071,1913,3,6.7933,0.0107,6,0,0.0213,0,111,0,0.3942,0,2219,6,7.88,0.0213,51,1,0.1811,0.0036
6-Jun,上海市,28,0.1575,0,0,483,2,2.7165,0.0112,28,0,0.1575,0,24,0,0.135,0,754,2,4.2407,0.0112,191,0,1.0742,0
8-May,福建省,127,0.3546,1,0.0028,4489,4,12.5356,0.0112,39,0,0.1089,0,102,0,0.2848,0,5180,5,14.4652,0.014,423,0,1.1812,0
12-Aug,吉林省,570,2.0732,0,0,1245,1,4.5282,0.0036,17,0,0.0618,0,24,0,0.0873,0,1891,1,6.8778,0.0036,35,0,0.1273,0
13-Mar,上海市,131,0.5503,0,0,974,0,4.0917,0,52,1,0.2184,0.0042,9,0,0.0378,0,1187,1,4.9865,0.0042,21,0,0.0882,0
10-Jun,陕西省,342,0.9067,0,0,2208,4,5.8537,0.0106,15,0,0.0398,0,56,0,0.1485,0,2672,4,7.0838,0.0106,51,0,0.1352,0
12-Jul,浙江省,461,0.8439,0,0,1331,0,2.4364,0,115,0,0.2105,0,28,0,0.0513,0,2127,0,3.8935,0,192,0,0.3515,0
16-May,西??? 藏,4,0.126,0,0,150,1,4.7237,0.0315,1,0,0.0315,0,6,0,0.1889,0,162,1,5.1016,0.0315,1,0,0.0315,0
10-Oct,天津市,19,0.1547,0,0,183,0,1.49,0,19,0,0.1547,0,2,0,0.0163,0,231,0,1.8809,0,8,0,0.0651,0
13-Feb,辽宁省,532,1.2121,0,0,1760,1,4.01,0.0023,122,0,0.278,0,123,0,0.2802,0,2696,1,6.1426,0.0023,159,0,0.3623,0
11-Oct,湖北省,585,1.0221,0,0,5192,2,9.0709,0.0035,140,0,0.2446,0,103,0,0.18,0,6267,2,10.9491,0.0035,247,0,0.4315,0
5-May,甘肃省,282,1.0937,1,0.0039,4208,3,16.3197,0.0116,4,0,0.0155,0,344,0,1.3341,0,4901,4,19.0073,0.0155,63,0,0.2443,0
5-Feb,云南省,70,0.1586,0,0,1079,2,2.4441,0.0045,29,0,0.0657,0,167,0,0.3783,0,1406,2,3.1848,0.0045,61,0,0.1382,0
4-Jun,黑龙江,298,0.7944,0,0,2386,5,6.3606,0.0133,68,0,0.1813,0,174,0,0.4639,0,3181,7,8.48,0.0187,255,2,0.6798,0.0053
16-Jul,甘肃省,514,1.984,0,0,807,0,3.1149,0,12,0,0.0463,0,71,0,0.274,0,1420,0,5.481,0,16,0,0.0618,0
13-Mar,山西省,866,2.3983,0,0,5092,0,14.102,0,75,0,0.2077,0,65,0,0.18,0,6227,0,17.2453,0,129,0,0.3573,0
4-Jun,江苏省,106,0.1401,0,0,1884,2,2.4892,0.0026,152,1,0.2008,0.0013,307,0,0.4056,0,3173,3,4.1923,0.004,724,0,0.9566,0
5-Oct,黑龙江,272,0.7139,0,0,2244,5,5.89,0.0131,47,0,0.1234,0,91,0,0.2389,0,2834,5,7.4387,0.0131,180,0,0.4725,0
14-Dec,上海市,96,0.3975,0,0,613,2,2.5381,0.0083,56,1,0.2319,0.0041,17,0,0.0704,0,802,3,3.3207,0.0124,20,0,0.0828,0
16-Apr,上海市,209,0.8616,0,0,933,2,3.8463,0.0082,56,0,0.2309,0,27,0,0.1113,0,1239,2,5.1078,0.0082,14,0,0.0577,0
9-Feb,西??? 藏,3,0.1045,0,0,29,0,1.0105,0,0,0,0,0,25,0,0.8711,0,59,0,2.0558,0,2,0,0.0697,0
4-Aug,海南省,26,0.3193,1,0.0123,885,0,10.8694,0,0,0,0,0,118,0,1.4492,0,1086,1,13.338,0.0123,57,0,0.7001,0
8-Feb,宁??? 夏,21,0.3443,0,0,655,0,10.7378,0,3,0,0.0492,0,99,0,1.623,0,803,0,13.164,0,25,0,0.4098,0
14-Apr,贵州省,346,0.9879,0,0,1635,0,4.6685,0,49,0,0.1399,0,32,1,0.0914,0.0029,2094,1,5.9791,0.0029,32,0,0.0914,0
8-Sep,西??? 藏,0,0,0,0,38,0,1.338,0,0,0,0,0,35,0,1.2324,0,75,0,2.6408,0,2,0,0.0704,0
9-Nov,全??? 国,10252,0.772,9,0.0007,80652,55,6.0731,0.0041,1237,1,0.0931,0.0001,2597,1,0.1956,0.0001,98081,66,7.3855,0.005,3343,0,0.2517,0
16-Jul,辽宁省,605,1.3778,0,0,1467,1,3.3409,0.0023,124,0,0.2824,0,195,0,0.4441,0,2513,1,5.7231,0.0023,121,0,0.2756,0
15-Oct,西??? 藏,4,0.126,0,0,195,0,6.1408,0,0,0,0,0,14,0,0.4409,0,214,0,6.7391,0,1,0,0.0315,0
14-Nov,江苏省,205,0.2582,0,0,978,0,1.2318,0,230,0,0.2897,0,53,0,0.0668,0,1685,0,2.1223,0,219,0,0.2758,0
16-Apr,内蒙古,618,2.4673,0,0,1680,0,6.7071,0,13,0,0.0519,0,14,0,0.0559,0,2344,0,9.358,0,17,0,0.0679,0
5-Sep,海南省,11,0.134,0,0,654,0,7.9691,0,0,0,0,0,66,0,0.8042,0,758,0,9.2364,0,27,0,0.329,0
12-Feb,贵州省,283,0.8158,0,0,1699,1,4.8977,0.0029,61,0,0.1758,0,55,0,0.1585,0,2150,1,6.1978,0.0029,52,0,0.1499,0
16-Oct,湖南省,974,1.4457,0,0,4473,2,6.6392,0.003,84,0,0.1247,0,53,0,0.0787,0,5668,2,8.4129,0.003,83,0,0.1232,0
12-Oct,青海省,147,2.5872,0,0,1155,4,20.3283,0.0704,9,0,0.1584,0,82,0,1.4432,0,1422,4,25.0276,0.0704,29,0,0.5104,0
7-Sep,上海市,18,0.0992,0,0,413,1,2.2755,0.0055,30,1,0.1653,0.0055,23,0,0.1267,0,548,2,3.0193,0.011,64,0,0.3526,0
6-Dec,北京市,126,0.8192,3,0.0195,674,7,4.3823,0.0455,29,0,0.1886,0,9,0,0.0585,0,902,10,5.8647,0.065,64,0,0.4161,0
4-May,江西省,47,0.1097,1,0.0023,3099,3,7.2346,0.007,16,0,0.0374,0,355,0,0.8287,0,3853,5,8.9948,0.0117,336,1,0.7844,0.0023
14-Nov,陕西省,566,1.5037,0,0,2060,2,5.4729,0.0053,13,0,0.0345,0,31,0,0.0824,0,2696,2,7.1626,0.0053,26,0,0.0691,0
16-Nov,江西省,219,0.4821,0,0,2943,1,6.4793,0.0022,44,0,0.0969,0,21,0,0.0462,0,3296,1,7.2565,0.0022,67,0,0.1475,0
4-Apr,湖北省,96,0.1598,0,0,5147,10,8.5665,0.0166,135,0,0.2247,0,356,0,0.5925,0,6202,10,10.3224,0.0166,468,0,0.7789,0
16-Mar,西??? 藏,6,0.1889,0,0,172,0,5.4165,0,1,0,0.0315,0,4,0,0.126,0,190,0,5.9833,0,7,0,0.2204,0
8-Jan,重庆市,135,0.4794,0,0,2550,2,9.0554,0.0071,14,0,0.0497,0,141,0,0.5007,0,2931,2,10.4084,0.0071,91,0,0.3232,0
9-Aug,山西省,394,1.1552,0,0,3624,0,10.6257,0,14,0,0.041,0,64,0,0.1876,0,4224,0,12.3849,0,128,0,0.3753,0
13-Nov,青海省,148,2.5821,0,0,734,1,12.806,0.0174,7,0,0.1221,0,57,0,0.9945,0,958,1,16.7141,0.0174,12,0,0.2094,0
8-Feb,北京市,88,0.5389,0,0,346,3,2.1188,0.0184,40,0,0.2449,0,21,0,0.1286,0,519,3,3.1782,0.0184,24,0,0.147,0
11-Aug,贵州省,279,0.803,0,0,1956,0,5.6293,0,48,0,0.1381,0,118,0,0.3396,0,2457,0,7.0712,0,56,0,0.1612,0
12-Dec,贵州省,264,0.761,0,0,1639,0,4.7247,0,24,0,0.0692,0,28,0,0.0807,0,1994,0,5.7481,0,39,0,0.1124,0
5-Jul,建设兵团,34,1.3374,0,0,471,1,18.5275,0.0393,1,0,0.0393,0,27,0,1.0621,0,542,1,21.3204,0.0393,9,0,0.354,0
13-Nov,建设兵团,107,4.0398,0,0,195,0,7.3623,0,1,0,0.0378,0,18,0,0.6796,0,327,0,12.346,0,6,0,0.2265,0
10-Aug,云南省,493,1.0785,1,0.0022,2008,1,4.3929,0.0022,35,0,0.0766,0,309,0,0.676,0,2897,2,6.3378,0.0044,52,0,0.1138,0
7-Dec,吉林省,349,1.2817,1,0.0037,1088,1,3.9956,0.0037,25,0,0.0918,0,21,0,0.0771,0,1546,2,5.6776,0.0073,63,0,0.2314,0
6-Jun,宁??? 夏,7,0.1174,0,0,778,1,13.0537,0.0168,0,0,0,0,33,0,0.5537,0,834,1,13.9933,0.0168,16,0,0.2685,0
14-May,内蒙古,622,2.4904,0,0,1938,0,7.7594,0,12,0,0.048,0,24,0,0.0961,0,2604,0,10.426,0,8,0,0.032,0
8-Dec,甘肃省,457,1.7463,0,0,4969,1,18.9873,0.0038,5,0,0.0191,0,268,0,1.0241,0,5756,1,21.9946,0.0038,57,0,0.2178,0
14-Jan,山东省,372,0.3822,0,0,4515,1,4.6387,0.001,188,1,0.1931,0.001,34,0,0.0349,0,5250,2,5.3938,0.0021,141,0,0.1449,0
14-Jul,山西省,766,2.1103,0,0,4218,0,11.6205,0,47,0,0.1295,0,118,0,0.3251,0,5263,0,14.4994,0,114,0,0.3141,0
7-Apr,山西省,351,1.04,0,0,3836,1,11.366,0.003,20,0,0.0593,0,80,0,0.237,0,4372,1,12.9541,0.003,85,0,0.2519,0
6-Dec,西??? 藏,0,0,0,0,23,0,0.8301,0,0,0,0,0,47,0,1.6963,0,71,0,2.5626,0,1,0,0.0361,0
13-Feb,重庆市,275,0.9338,1,0.0034,1449,0,4.9202,0,64,0,0.2173,0,63,0,0.2139,0,1890,1,6.4177,0.0034,39,0,0.1324,0
4-Aug,贵州省,26,0.068,0,0,1788,1,4.677,0.0026,7,0,0.0183,0,657,2,1.7186,0.0052,2636,3,6.8952,0.0078,158,0,0.4133,0
9-Oct,西??? 藏,0,0,0,0,34,0,1.1847,0,1,0,0.0348,0,17,0,0.5923,0,53,0,1.8467,0,1,0,0.0348,0
7-Sep,天津市,62,0.5767,0,0,391,0,3.6372,0,24,0,0.2233,0,3,0,0.0279,0,509,0,4.7349,0,29,0,0.2698,0
15-Oct,浙江省,223,0.4049,0,0,1074,0,1.9499,0,152,0,0.276,0,36,0,0.0654,0,1603,0,2.9103,0,118,0,0.2142,0
7-Apr,江西省,127,0.2927,0,0,2912,6,6.711,0.0138,39,0,0.0899,0,291,0,0.6706,0,3598,6,8.292,0.0138,229,0,0.5278,0
6-Feb,广??? 西,233,0.5,4,0.0086,2839,2,6.0923,0.0043,37,0,0.0794,0,152,0,0.3262,0,3517,6,7.5472,0.0129,256,0,0.5494,0
9-Apr,安徽省,190,0.3097,0,0,2912,5,4.7466,0.0081,138,0,0.2249,0,102,1,0.1663,0.0016,3554,6,5.793,0.0098,212,0,0.3456,0
15-Feb,内蒙古,393,1.569,0,0,1307,0,5.218,0,13,0,0.0519,0,21,0,0.0838,0,1737,0,6.9347,0,3,0,0.012,0
6-Jun,河南省,984,1.049,3,0.0032,12361,1,13.1781,0.0011,27,0,0.0288,0,321,0,0.3422,0,13884,4,14.8017,0.0043,191,0,0.2036,0
9-Mar,陕西省,351,0.933,0,0,3145,1,8.3599,0.0027,16,0,0.0425,0,105,0,0.2791,0,3712,1,9.8671,0.0027,95,0,0.2525,0
16-Jun,湖北省,787,1.3532,0,0,5232,1,8.9959,0.0017,236,0,0.4058,0,75,0,0.129,0,6475,1,11.1331,0.0017,144,0,0.2476,0
13-Mar,山东省,327,0.3376,0,0,3821,2,3.9453,0.0021,211,0,0.2179,0,28,0,0.0289,0,4540,2,4.6877,0.0021,153,0,0.158,0
13-Dec,四川省,661,0.8185,0,0,2889,3,3.5772,0.0037,44,0,0.0545,0,170,0,0.2105,0,3878,3,4.8018,0.0037,114,0,0.1412,0
13-Aug,山东省,355,0.3666,0,0,3920,1,4.0476,0.001,116,0,0.1198,0,41,0,0.0423,0,4587,1,4.7363,0.001,155,0,0.16,0
13-Feb,江苏省,178,0.2247,0,0,878,0,1.1086,0,535,0,0.6755,0,43,0,0.0543,0,1882,0,2.3763,0,248,0,0.3131,0
5-Jan,吉林省,314,1.1591,1,0.0037,1433,1,5.2897,0.0037,21,0,0.0775,0,118,0,0.4356,0,2037,2,7.5193,0.0074,151,0,0.5574,0
12-Aug,河北省,489,0.6754,0,0,4689,1,6.4761,0.0014,59,0,0.0815,0,46,0,0.0635,0,5371,1,7.418,0.0014,88,0,0.1215,0
7-Jul,天津市,72,0.6698,0,0,503,0,4.6791,0,42,0,0.3907,0,3,0,0.0279,0,652,0,6.0651,0,32,0,0.2977,0
7-Mar,甘肃省,392,1.5042,1,0.0038,5956,1,22.8548,0.0038,3,0,0.0115,0,314,0,1.2049,0,6732,2,25.8325,0.0077,67,0,0.2571,0
4-Apr,浙江省,74,0.1575,0,0,3974,5,8.4558,0.0106,166,0,0.3532,0,361,0,0.7681,0,5260,8,11.1921,0.017,685,3,1.4575,0.0064
6-Sep,建设兵团,44,1.7122,0,0,264,1,10.2733,0.0389,0,0,0,0,13,0,0.5059,0,331,2,12.8806,0.0778,10,1,0.3891,0.0389
9-Nov,内蒙古,382,1.5826,0,0,2277,0,9.4335,0,6,0,0.0249,0,23,0,0.0953,0,2712,0,11.2357,0,24,0,0.0994,0
16-Nov,建设兵团,32,1.1709,0,0,201,0,7.3549,0,0,0,0,0,16,0,0.5855,0,255,0,9.3309,0,5,0,0.183,0
7-Jul,安徽省,110,0.18,0,0,2827,1,4.6268,0.0016,94,0,0.1538,0,206,0,0.3372,0,3495,1,5.7201,0.0016,258,0,0.4223,0
5-Nov,浙江省,81,0.1662,0,0,3226,2,6.6194,0.0041,80,0,0.1642,0,169,0,0.3468,0,3984,3,8.1748,0.0062,428,1,0.8782,0.0021
11-Nov,福建省,178,0.4825,0,0,3381,1,9.164,0.0027,104,0,0.2819,0,60,0,0.1626,0,4140,1,11.2212,0.0027,417,0,1.1303,0
11-Jul,西??? 藏,2,0.0667,0,0,65,0,2.1672,0,0,0,0,0,2,0,0.0667,0,73,0,2.4339,0,4,0,0.1334,0
6-Apr,新??? 疆,301,1.4975,1,0.005,2683,1,13.3482,0.005,5,0,0.0249,0,236,1,1.1741,0.005,3353,4,16.6815,0.0199,128,1,0.6368,0.005
4-Aug,天津市,29,0.3121,0,0,272,0,2.927,0,40,0,0.4304,0,13,0,0.1399,0,440,0,4.7349,0,86,0,0.9255,0
11-Nov,山西省,513,1.4365,0,0,3997,2,11.1923,0.0056,53,0,0.1484,0,101,0,0.2828,0,4770,2,13.3568,0.0056,106,0,0.2968,0
12-Dec,辽宁省,451,1.029,0,0,1946,1,4.4399,0.0023,111,0,0.2533,0,39,0,0.089,0,2651,1,6.0484,0.0023,104,0,0.2373,0
8-Sep,山东省,125,0.1334,0,0,2587,1,2.7618,0.0011,22,0,0.0235,0,44,0,0.047,0,2981,2,3.1825,0.0021,203,1,0.2167,0.0011
8-Jul,江西省,94,0.2152,0,0,3080,3,7.0513,0.0069,22,0,0.0504,0,147,0,0.3365,0,3523,4,8.0655,0.0092,180,1,0.4121,0.0023
10-Aug,山西省,371,1.0825,0,0,3426,1,9.996,0.0029,13,0,0.0379,0,51,0,0.1488,0,3963,1,11.5629,0.0029,102,0,0.2976,0
11-Jan,西??? 藏,4,0.1334,0,0,92,0,3.0674,0,0,0,0,0,8,0,0.2667,0,106,0,3.5341,0,2,0,0.0667,0
14-Mar,辽宁省,697,1.5877,0,0,1895,1,4.3166,0.0023,132,0,0.3007,0,237,0,0.5399,0,3096,1,7.0524,0.0023,135,0,0.3075,0
16-Nov,辽宁省,690,1.5714,0,0,1906,0,4.3407,0,145,0,0.3302,0,40,0,0.0911,0,2868,0,6.5315,0,86,0,0.1959,0
15-Apr,上海市,168,0.6926,0,0,729,0,3.0053,0,56,0,0.2309,0,21,0,0.0866,0,988,0,4.0731,0,14,0,0.0577,0
14-Jul,青海省,168,2.9076,0,0,723,0,12.5132,0,3,0,0.0519,0,20,0,0.3461,0,922,0,15.9574,0,8,0,0.1385,0
9-May,四川省,372,0.4546,1,0.0012,5360,4,6.5505,0.0049,47,0,0.0574,0,510,0,0.6233,0,6579,6,8.0402,0.0073,290,1,0.3544,0.0012
13-May,广??? 西,886,1.8924,1,0.0021,3777,1,8.0671,0.0021,117,0,0.2499,0,70,0,0.1495,0,5028,2,10.739,0.0043,178,0,0.3802,0
4-Feb,甘肃省,259,0.9909,0,0,4609,1,17.6328,0.0038,2,0,0.0077,0,491,1,1.8784,0.0038,5430,2,20.7737,0.0077,69,0,0.264,0
4-Sep,青海省,29,0.5375,0,0,802,0,14.8639,0,3,0,0.0556,0,71,0,1.3159,0,920,0,17.0508,0,15,0,0.278,0
4-May,天津市,22,0.2367,0,0,263,0,2.8302,0,70,0,0.7533,0,7,0,0.0753,0,523,0,5.628,0,161,0,1.7325,0
5-Apr,云南省,134,0.3035,0,0,1600,2,3.6242,0.0045,34,0,0.077,0,338,0,0.7656,0,2203,2,4.9901,0.0045,97,0,0.2197,0
15-Jan,新疆,1120,4.8728,1,0.0044,3517,0,15.3015,0,53,0,0.2306,0,497,1,2.1623,0.0044,5264,2,22.9022,0.0087,77,0,0.335,0
8-Dec,建设兵团,83,3.2112,0,0,282,0,10.9102,0,1,0,0.0387,0,6,0,0.2321,0,372,0,14.3922,0,0,0,0,0
8-Mar,广东省,976,1.0329,2,0.0021,10996,19,11.6372,0.0201,290,0,0.3069,0,136,0,0.1439,0,12795,21,13.5411,0.0222,397,0,0.4201,0
5-Feb,新??? 疆,123,0.6189,0,0,1337,2,6.7274,0.0101,4,0,0.0201,0,246,0,1.2378,0,1802,2,9.0672,0.0101,92,0,0.4629,0
15-Jul,山西省,761,2.0861,0,0,3949,1,10.8252,0.0027,53,0,0.1453,0,95,0,0.2604,0,4943,1,13.55,0.0027,85,0,0.233,0
9-Sep,青海省,169,3.0489,0,0,1919,0,34.6201,0,3,0,0.0541,0,55,0,0.9922,0,2164,0,39.0401,0,18,0,0.3247,0
9-Aug,河北省,303,0.4335,0,0,4972,2,7.1142,0.0029,59,0,0.0844,0,79,0,0.113,0,5497,3,7.8654,0.0043,84,1,0.1202,0.0014
8-May,山东省,126,0.1345,0,0,3433,3,3.665,0.0032,89,1,0.095,0.0011,54,0,0.0576,0,3922,4,4.187,0.0043,220,0,0.2349,0
5-Mar,内蒙古,188,0.7916,0,0,2786,1,11.7304,0.0042,9,0,0.0379,0,146,0,0.6147,0,3216,1,13.5409,0.0042,87,0,0.3663,0
8-May,黑龙江省,351,0.9179,0,0,1817,1,4.7516,0.0026,37,0,0.0968,0,40,0,0.1046,0,2392,1,6.2552,0.0026,147,0,0.3844,0
7-May,甘肃省,397,1.5234,1,0.0038,5482,0,21.0359,0,4,0,0.0153,0,333,0,1.2778,0,6314,1,24.2285,0.0038,98,0,0.3761,0
16-Mar,河北省,928,1.2568,0,0,5551,0,7.5179,0,80,0,0.1083,0,41,0,0.0555,0,6668,0,9.0306,0,64,0,0.0867,0
10-Nov,宁??? 夏,63,1.0077,0,0,491,0,7.8534,0,0,0,0,0,26,0,0.4159,0,590,0,9.4369,0,10,0,0.1599,0
6-Aug,宁??? 夏,18,0.302,0,0,787,0,13.2047,0,0,0,0,0,54,0,0.906,0,880,0,14.7651,0,21,0,0.3523,0
13-Jan,黑龙江省,578,1.5076,0,0,1313,2,3.4246,0.0052,43,0,0.1122,0,19,0,0.0496,0,2027,2,5.2869,0.0052,74,0,0.193,0
8-Jun,安徽省,145,0.237,0,0,2798,3,4.5734,0.0049,83,0,0.1357,0,134,0,0.219,0,3365,3,5.5002,0.0049,205,0,0.3351,0
7-May,山西省,343,1.0163,0,0,3936,1,11.6623,0.003,20,0,0.0593,0,104,0,0.3081,0,4513,1,13.3719,0.003,110,0,0.3259,0
11-May,重庆市,239,0.8285,1,0.0035,1562,4,5.4149,0.0139,64,0,0.2219,0,112,0,0.3883,0,2065,5,7.1587,0.0173,88,0,0.3051,0
15-Oct,辽宁省,633,1.4416,0,0,1429,1,3.2544,0.0023,65,0,0.148,0,39,0,0.0888,0,2271,1,5.1719,0.0023,105,0,0.2391,0
12-Jan,西??? 藏,4,0.1319,0,0,146,0,4.8136,0,0,0,0,0,6,0,0.1978,0,158,0,5.2092,0,2,0,0.0659,0
5-Oct,广东省,397,0.4348,0,0,7404,9,8.1096,0.0099,101,2,0.1106,0.0022,166,1,0.1818,0.0011,8385,13,9.1841,0.0142,317,1,0.3472,0.0011
4-Apr,辽宁省,263,0.6318,1,0.0024,1534,1,3.6848,0.0024,280,3,0.6726,0.0072,359,0,0.8624,0,2804,5,6.7355,0.012,368,0,0.884,0
10-Feb,甘肃省,457,1.734,0,0,3690,0,14.0013,0,14,0,0.0531,0,125,0,0.4743,0,4335,0,16.4487,0,49,0,0.1859,0
9-Dec,河南省,2070,2.1954,2,0.0021,11321,6,12.0066,0.0064,19,1,0.0202,0.0011,195,0,0.2068,0,13684,9,14.5127,0.0095,79,0,0.0838,0
4-Nov,湖南省,63,0.0943,0,0,1000,0,1.4972,0,9,0,0.0135,0,90,0,0.1347,0,1251,0,1.873,0,89,0,0.1332,0
16-Nov,浙江省,263,0.4775,0,0,1103,0,2.0025,0,144,0,0.2614,0,32,0,0.0581,0,1658,0,3.0102,0,114,0,0.207,0
13-Mar,全??? 国,20382,1.5053,11,0.0008,92396,38,6.8237,0.0028,3628,3,0.2679,0.0002,1884,0,0.1391,0,121672,54,8.9858,0.004,3382,2,0.2498,0.0001
6-Jun,陕西省,285,0.7661,0,0,2681,1,7.2069,0.0027,12,0,0.0323,0,123,0,0.3306,0,3199,1,8.5994,0.0027,98,0,0.2634,0
11-Oct,河北省,407,0.5664,0,0,4114,2,5.7255,0.0028,72,0,0.1002,0,39,0,0.0543,0,4704,2,6.5466,0.0028,72,0,0.1002,0
5-Apr,陕西省,253,0.6828,1,0.0027,4590,0,12.3881,0,11,0,0.0297,0,174,0,0.4696,0,5196,1,14.0237,0.0027,168,0,0.4534,0
7-Jun,全??? 国,7810,0.5942,6,0.0005,99382,64,7.5606,0.0049,1643,2,0.125,0.0002,6717,8,0.511,0.0006,121107,90,9.2133,0.0068,5555,10,0.4226,0.0008
11-Jun,黑龙江省,441,1.1511,0,0,1376,1,3.5915,0.0026,48,0,0.1253,0,25,0,0.0653,0,1968,1,5.1367,0.0026,78,0,0.2036,0
4-Oct,贵州省,21,0.0549,0,0,1419,0,3.7118,0,6,0,0.0157,0,490,1,1.2817,0.0026,2056,2,5.378,0.0052,120,1,0.3139,0.0026
